,Question,A,B,C,D,Answer,Subject
386,"How many faces does the CAD object in the image have? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,48);Ext:(192,64,192,105,128,128,46,32,128,Newbody,Symmetric);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",2,3,4,6,B,QA
387,"What is the primary shape of the CAD object in the image? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,144);Line:(128,144);Line:(128,128);Ext:(128,128,128,32,100,128,147,131,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Circle,Triangle,Rectangle,Sphere,C,QA
388,"How many distinct layers or levels does the CAD object have? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,147);Line:(223,162);Line:(168,162);Line:(168,147);Line:(148,147);Line:(148,137);Line:(137,137);Line:(137,147);Line:(128,147);Line:(128,128);Ext:(192,128,192,128,122,121,36,224,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",2,3,4,5,B,QA
389,"What type of feature is prominently visible on the top surface of the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,152);Line:(195,187);Line:(156,187);Line:(128,152);Line:(128,128);SOL;Circle:(144,140,6);SOL;Line:(187,156);Line:(187,179);Line:(164,179);Line:(164,156);SOL;Circle:(207,140,6);Ext:(192,64,192,128,128,87,66,120,128,Newbody,One-sided);SOL;Line:(223,128);Line:(223,223);Line:(128,223);Line:(128,128);SOL;Line:(204,147);Line:(204,204);Line:(147,204);Line:(147,147);Ext:(192,64,192,147,128,101,27,32,128,Join,One-sided);SOL;Line:(223,128);Line:(223,191);Line:(128,191);Line:(128,128);Ext:(192,64,192,157,128,123,8,46,128,Cut,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Hole,Slot,Boss,Rib,B,QA
390,"What type of surfaces primarily make up the CAD object in the image? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,48);Ext:(128,128,128,48,128,128,161,224,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",angular,smooth,textured,rough,B,QA
391,"What basic geometric shape is the main body of the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,48);SOL;Circle:(176,128,42);Ext:(192,64,192,32,128,128,192,223,223,Newbody,Two-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Cube,Sphere,Cylinder,Cone,C,QA
392,"What is the shape of the cross-section of the CAD object in the image? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,48);SOL;Circle:(176,128,43);Ext:(192,64,192,124,128,128,9,224,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Square,Triangle,Circle,Rectangle,C,QA
393,"What shape is the cross-section of the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,140);Line:(128,140);Line:(128,128);Ext:(192,64,192,128,128,128,96,131,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Circle,Triangle,Rectangle,Hexagon,C,QA
394,"What is the primary shape of the CAD object in the image? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,136);Line:(128,136);Line:(128,128);Ext:(192,64,192,32,128,120,192,224,128,Newbody,Symmetric);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Cylinder,Sphere,Rectangle,Triangle,C,QA
395,"What shape is the primary feature on the surface of the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,183);Line:(128,183);Line:(128,128);SOL;Line:(164,166);Arc:(165,167,192,0);Line:(186,167);Arc:(187,166,192,0);Line:(187,145);Arc:(186,144,192,0);Line:(165,144);Arc:(164,145,192,0);Ext:(192,64,192,41,128,80,183,120,128,Newbody,One-sided);SOL;Arc:(131,125,64,0);Line:(220,125);Arc:(223,128,64,0);Line:(223,217);Arc:(220,220,64,0);Line:(131,220);Arc:(128,217,64,0);Line:(128,128);Ext:(192,64,192,110,128,113,44,119,128,Join,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Circle,Triangle,Rectangle,Oval,C,QA
396,"How many visible compartments does the CAD object have? The corresponding CAD code to generate the object is as follow: SOL;Line:(138,128);Line:(213,128);Line:(223,128);Line:(223,130);Line:(223,153);Line:(223,155);Line:(128,155);Line:(128,152);Line:(128,152);Line:(128,128);SOL;Line:(164,130);Line:(164,153);Line:(130,153);Line:(130,130);SOL;Line:(185,130);Line:(185,153);Line:(166,153);Line:(166,130);SOL;Line:(221,130);Line:(221,153);Line:(187,153);Line:(187,130);Ext:(192,64,192,32,128,98,191,183,128,Newbody,One-sided);SOL;Line:(223,128);Line:(223,147);Line:(128,147);Line:(128,128);Ext:(192,64,192,203,128,94,21,183,128,Join,One-sided);SOL;Line:(223,128);Line:(223,193);Line:(128,193);Line:(128,128);Ext:(192,64,192,151,128,103,68,183,128,Join,One-sided);SOL;Line:(223,128);Line:(223,147);Line:(128,147);Line:(128,128);Ext:(192,64,192,32,128,94,21,183,128,Join,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Two,Three,Four,Five,B,QA
397,"What geometric shape is the main body of the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,47);Ext:(192,64,192,92,128,128,72,224,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Cube,Sphere,Cylinder,Cone,C,QA
398,"How many concentric circles are visible in the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,48);Ext:(192,64,192,32,128,128,192,155,128,Newbody,One-sided);SOL;Circle:(176,128,48);Ext:(192,64,192,54,101,128,148,115,128,Cut,One-sided);SOL;Circle:(176,128,48);Ext:(192,64,192,102,114,128,53,154,128,Join,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",One,Two,Three,Four,C,QA
399,"What shape is the cross-section of the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Line:(143,128);Line:(143,223);Line:(128,223);Line:(128,128);Ext:(192,64,192,114,128,128,96,130,128,Newbody,Symmetric);SOL;Line:(143,128);Line:(143,223);Line:(128,223);Line:(128,128);Ext:(192,64,192,114,128,32,96,130,128,Join,Symmetric);SOL;Line:(129,128);Line:(129,223);Line:(128,223);Line:(128,128);Ext:(192,64,192,117,126,32,192,126,128,Cut,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Circle,Triangle,Rectangle,Hexagon,C,QA
400,"What type of 3D shape is the CAD object in the image? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,48);Ext:(192,64,192,112,128,128,32,224,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Sphere,Cylinder,Cube,Cone,B,QA
401,"What is the basic shape of the CAD object in the image? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,184);Line:(128,184);Line:(128,128);Ext:(128,128,128,32,104,128,163,132,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Cylinder,Sphere,Rectangle,Triangle,C,QA
